Wavelength,Black rubber,Window glass,Slate sonte,White marble,Fiberglass,Rubberized coating
1.180000,6.470000,7.690000,18.020000,85.690002,71.589996,60.669998
1.200000,6.450000,7.690000,17.879999,85.839996,69.029999,58.860001
1.220000,6.460000,7.710000,17.870001,86.320000,69.459999,59.230000
1.240000,6.440000,7.740000,17.840000,86.779999,73.050003,62.060001
1.260000,6.410000,7.770000,17.860001,87.059998,74.519997,63.270000
1.280000,6.420000,7.820000,17.840000,87.230003,74.989998,63.810001
1.300000,6.430000,7.860000,17.830000,87.339996,75.230003,64.029999
1.320000,6.430000,7.910000,17.760000,87.309998,75.290001,64.269997
1.340000,6.410000,7.980000,17.740000,87.099998,75.150002,64.230003
1.360000,6.380000,7.980000,17.690001,86.790001,74.209999,63.450001
1.380000,6.390000,8.050000,17.610001,85.889999,70.870003,60.910000
1.400000,6.380000,8.110000,17.240000,83.279999,68.080002,58.720001
1.420000,6.390000,8.180000,17.170000,81.250000,66.860001,57.720001
1.440000,6.370000,8.280000,17.480000,80.790001,67.120003,57.990002
1.460000,6.390000,8.350000,17.440001,80.660004,68.099998,58.709999
1.480000,6.390000,8.460000,17.450001,81.570000,68.970001,59.480000
1.500000,6.390000,8.510000,17.400000,83.239998,69.839996,60.290001
1.520000,6.360000,8.580000,17.330000,84.379997,70.339996,60.830002
1.540000,6.350000,8.650000,17.330000,84.830002,70.639999,61.180000
1.560000,6.390000,8.710000,17.270000,84.330002,71.019997,61.580002
1.580000,6.390000,8.760000,17.240000,85.669998,71.169998,61.810001
1.600000,6.400000,8.790000,17.209999,86.639999,71.190002,61.880001
1.620000,6.380000,8.790000,17.209999,86.400002,70.989998,61.900002
1.640000,6.370000,8.820000,17.240000,85.510002,70.470001,61.520000
1.660000,6.390000,8.860000,17.260000,85.339996,69.410004,60.779999
1.680000,6.360000,8.830000,17.180000,84.559998,66.730003,58.720001
1.700000,6.390000,8.890000,17.219999,81.449997,58.009998,51.830002
1.720000,6.380000,8.900000,17.219999,78.480003,48.570000,44.000000
1.740000,6.380000,8.880000,17.200001,77.160004,49.150002,44.500000
1.760000,6.340000,8.850000,17.160000,77.900002,50.740002,45.900002
1.780000,6.350000,8.850000,17.200001,82.349998,54.070000,48.669998
1.800000,6.340000,8.860000,17.180000,81.519997,55.000000,49.520000
1.820000,6.340000,8.810000,17.129999,76.779999,55.400002,49.759998
1.840000,6.350000,8.760000,17.120001,68.510002,56.270000,50.369999
1.860000,6.320000,8.680000,17.070000,59.259998,57.270000,51.200001
1.880000,6.300000,8.690000,17.049999,53.880001,57.029999,50.810001
1.900000,6.250000,8.690000,16.980000,62.790001,54.630001,48.310001
1.920000,6.250000,8.680000,16.940001,61.660000,51.240002,45.110001
1.940000,6.240000,8.660000,16.940001,59.439999,49.369999,43.480000
1.960000,6.300000,8.700000,16.990000,55.090000,48.950001,43.180000
1.980000,6.270000,8.680000,17.040001,50.740002,49.380001,43.619999
2.000000,6.310000,8.700000,17.040001,48.570000,50.040001,44.320000
2.020000,6.290000,8.630000,17.110001,63.279999,51.070000,45.250000
2.040000,6.290000,8.670000,17.090000,72.279999,51.950001,46.029999
2.060000,6.270000,8.590000,17.129999,75.099998,52.630001,46.610001
2.080000,6.230000,8.590000,17.240000,74.360001,53.310001,47.240002
2.100000,6.260000,8.620000,17.240000,70.129997,53.930000,47.610001
2.120000,6.250000,8.620000,17.309999,63.810001,54.080002,47.919998
2.140000,6.240000,8.650000,17.280001,53.900002,53.849998,47.680000
2.160000,6.290000,8.600000,17.219999,47.560001,53.250000,47.380001
2.180000,6.280000,8.580000,16.809999,52.980000,52.599998,47.000000
2.200000,6.260000,8.440000,16.370001,52.889999,51.279999,46.080002
2.220000,6.280000,8.470000,16.660000,45.369999,49.009998,44.299999
2.240000,6.230000,8.450000,16.799999,35.290001,45.310001,41.200001
2.260000,6.594320,8.457500,16.375040,25.643200,40.366840,36.455898
2.280000,6.445520,7.810700,16.564100,17.915001,31.378860,28.723320
2.300000,6.461940,8.497700,16.142040,13.528200,23.152399,21.629061
2.320000,6.424400,8.559800,16.469561,11.568800,23.118441,21.299200
2.340000,6.394200,8.467000,15.566940,9.876700,23.305719,21.406521
2.360000,6.524660,8.383900,15.576560,15.250600,21.711020,20.039881
2.380000,6.342300,8.299400,15.952260,28.476400,21.884260,20.065399
2.400000,6.430560,8.709300,15.692700,31.906601,21.463120,19.749180
2.420000,6.480480,8.326800,15.913380,27.974001,22.084860,20.441641
2.440000,6.222120,8.204700,15.513480,20.032600,22.754200,20.817980
2.460000,6.183640,8.227700,15.652560,13.725200,23.391680,21.189939
2.480000,6.269380,8.342500,15.555240,9.580600,23.403259,21.524200
2.500000,6.219820,8.386000,15.806680,8.342300,23.924120,21.715860
2.520000,6.477320,8.224300,15.891800,7.452700,24.084600,21.947100
2.540000,6.360040,8.202100,15.953440,7.342500,24.263700,22.192579
2.560000,6.331900,8.097500,16.048340,12.399300,24.851681,22.688360
2.580000,6.300720,8.143700,15.993320,19.959000,25.308340,23.032320
2.600000,6.216800,8.113600,15.884140,28.845600,25.477980,22.901320
2.620000,6.281040,7.916600,15.636120,33.410400,25.410780,22.842779
2.640000,6.222140,7.933800,15.569220,35.828400,25.391760,22.927441
2.660000,6.237940,7.838800,15.546300,34.257999,25.002300,22.338381
2.680000,6.239060,7.508300,15.001840,28.657400,23.260281,20.480721
2.700000,6.094900,6.994200,13.478220,19.218800,18.627001,15.839900
2.720000,5.612960,5.833900,8.340240,12.113800,14.035220,11.316100
2.740000,5.305660,4.696400,5.026700,9.150800,11.470060,8.750800
2.760000,5.223140,4.163300,4.757720,7.657500,9.869260,7.468180
2.780000,5.730580,4.030700,5.624480,6.192600,9.026780,6.806760
2.800000,6.006380,3.797800,6.526340,6.264300,8.569540,6.351800
2.820000,6.083580,3.808900,6.975440,6.963800,8.085500,5.994320
2.840000,5.950380,3.826800,7.341060,7.294600,8.061240,5.828060
2.860000,5.898100,3.707200,7.265980,7.190600,7.902080,5.746800
2.880000,5.887880,3.872900,6.905520,7.027300,7.761040,5.367920
2.900000,5.899860,3.723500,6.560820,6.956400,7.701540,5.183060
2.920000,6.006040,3.843400,6.676560,6.808900,7.517680,5.534520
2.940000,6.056100,3.823100,6.700820,6.646600,7.524880,5.291740
2.960000,5.978220,4.222000,6.792300,6.581700,7.645520,5.444360
2.980000,5.926320,3.901700,6.870280,6.532500,7.615160,5.474420
3.000000,5.909380,3.730700,7.230220,6.388300,7.537940,5.496560
3.020000,5.885420,3.604200,7.204200,6.292200,7.564200,5.523620
3.040000,5.851440,3.895600,7.381020,6.022500,7.616440,5.682740
3.060000,6.136900,4.055700,7.852120,5.887700,7.750460,5.444920
3.080000,5.964040,3.925300,8.263980,5.621400,7.886380,5.832600
3.100000,5.972020,4.015900,8.545140,5.326000,7.724080,5.877480
3.120000,5.912700,4.140500,8.783440,5.174500,7.800420,5.864360
3.140000,5.933940,3.968300,9.621440,5.124300,8.002660,5.904800
3.160000,6.033040,3.872100,9.731240,5.275500,8.163080,5.996140
3.180000,6.040960,3.969900,10.051380,5.592600,8.087900,6.047160
3.200000,6.176380,3.985000,10.195620,5.588400,8.290840,6.153840
3.220000,6.049220,4.124200,10.609000,5.519200,8.200340,6.285680
3.240000,6.143000,4.025200,10.733420,5.294400,8.295960,6.414540
3.260000,6.100240,3.934100,10.661280,5.115800,8.418800,6.129560
3.280000,6.011780,3.903600,10.287260,4.776800,8.378320,6.263040
3.300000,5.964960,3.796000,10.562100,4.487300,8.272420,6.462660
3.320000,6.044980,3.771900,10.854260,4.105000,8.036320,6.198040
3.340000,5.947120,3.804000,10.917960,3.704700,7.545000,5.961400
3.360000,5.871240,3.878500,11.171620,3.573000,6.754020,5.275940
3.380000,5.698800,3.672200,11.337360,3.563700,5.948760,4.673140
3.400000,5.431980,3.755100,11.467380,3.542000,5.306100,4.054540
3.420000,5.367700,3.855000,11.906020,3.631800,5.339180,3.858600
3.440000,5.785900,3.606700,12.156160,3.531700,5.813660,4.300400
3.460000,5.938280,3.580300,12.456400,3.501600,6.316220,4.882960
3.480000,5.911140,3.641400,12.971820,3.271300,6.405560,4.723840
3.500000,5.751260,3.536600,13.068660,3.433300,6.062900,4.402800
3.520000,6.067540,3.621800,13.326760,3.702400,6.323900,4.859020
3.540000,6.212440,3.558700,13.597620,3.975700,7.300900,5.714860
3.560000,6.229560,3.341200,13.802460,4.172900,7.801140,6.194620
3.580000,6.212740,3.427000,14.292560,4.321000,8.157940,6.630160
3.600000,6.281820,3.318600,14.722540,4.669500,8.632560,6.979540
3.620000,6.253120,3.304400,14.774140,4.905800,8.803000,7.158220
3.640000,6.285140,3.450900,15.215180,5.039900,8.901020,7.284880
3.660000,6.266780,3.675400,15.395300,5.176500,8.841340,7.363960
3.680000,6.140440,3.484000,15.612540,5.270700,8.912580,7.386460
3.700000,6.137140,3.424400,15.871620,5.247800,8.960960,7.347880
3.720000,6.208320,3.426600,15.882540,5.022200,8.956240,7.333040
3.740000,6.260160,3.561600,15.987060,4.760800,8.966840,7.449840
3.760000,6.206900,3.700200,16.256540,4.602800,8.992800,7.453160
3.780000,6.282340,3.445100,16.226660,4.228300,8.954040,7.546840
3.800000,6.212640,3.588300,16.281340,3.700400,8.741660,7.292000
3.820000,6.233760,3.560700,16.462160,3.378500,8.541660,7.077220
3.840000,6.257100,3.427400,16.614540,3.273400,8.429360,6.879200
3.860000,6.255400,3.616800,16.741240,3.173500,8.322200,6.875920
3.880000,6.247360,3.619100,16.832399,3.155400,8.237540,6.806300
3.900000,6.310940,3.668900,16.805180,3.213300,8.041580,6.818840
3.920000,6.278120,3.573900,16.866899,3.215200,7.956580,6.721260
3.940000,6.264140,3.540300,16.860479,3.111700,7.873180,6.128900
3.960000,6.236380,3.446500,16.941601,2.926600,7.352380,5.985040
3.980000,6.213280,3.522900,16.885300,2.931000,7.118180,5.783960
4.000000,6.167580,3.549100,16.915859,3.077500,7.410260,6.053900
4.020000,6.168360,3.588200,16.957880,3.244200,8.074580,6.634220
4.040000,6.269320,3.568800,17.037300,3.432200,8.919760,7.395860
4.060000,6.199140,3.682100,17.008640,3.628900,9.642560,8.071120
4.080000,6.256260,3.686000,17.145861,3.857900,10.057180,8.285200
4.100000,6.270640,3.457900,17.062080,3.919700,10.215540,8.440300
4.120000,6.223800,3.543100,17.043159,4.026700,10.241660,8.380880
4.140000,6.269820,3.463000,16.811020,4.140500,10.245620,8.519200
4.160000,6.267580,3.502900,16.764219,4.365400,10.180340,8.500920
4.180000,6.277280,3.547700,16.665220,4.472500,10.210860,8.559900
4.200000,6.246840,3.549900,16.558201,4.572400,10.113140,8.362220
4.220000,6.348500,3.511100,16.544821,4.674700,10.011220,8.304540
4.240000,6.270940,3.300800,16.590759,4.735300,9.894020,8.109980
4.260000,6.259660,3.436100,16.502520,4.779400,9.785600,8.187940
4.280000,6.264420,3.382000,16.467699,4.844400,9.729080,8.059640
4.300000,6.247540,3.382700,16.434820,4.769100,9.686600,7.903780
4.320000,6.217720,3.320500,16.384159,4.666400,9.658960,7.879520
4.340000,6.222640,3.396300,16.438160,4.700500,9.664240,7.882420
4.360000,6.248960,3.368600,16.363420,4.888600,9.720400,7.979660
4.380000,6.182740,3.346900,16.210699,5.061000,9.613920,7.904780
4.400000,6.251060,3.367500,15.820320,4.986800,9.682120,7.932400
4.420000,6.251200,3.400600,15.641840,4.807200,9.679460,7.999700
4.440000,6.276200,3.372800,15.327660,4.548500,9.641440,8.024900
4.460000,6.258660,3.357500,15.092120,4.317200,9.652680,8.008360
4.480000,6.229580,3.298100,15.041940,4.017200,9.648560,7.826060
4.500000,6.302560,3.395100,14.996280,3.957800,9.632080,7.731340
4.520000,6.238700,3.344500,15.069340,3.842700,9.588960,7.875200
4.540000,6.284800,3.196000,14.969700,3.868200,9.606400,7.751400
4.560000,6.267300,3.201100,14.883100,3.728300,9.529040,7.779180
4.580000,6.242300,3.344100,14.793880,3.733400,9.541880,7.729620
4.600000,6.220120,3.285500,14.531440,3.704400,9.444540,7.689840
4.620000,6.275680,3.266200,14.144480,3.549000,9.339760,7.621600
4.640000,6.224000,3.358100,13.792220,3.334000,9.094560,7.483860
4.660000,6.194720,3.331100,13.478540,3.150800,9.027820,7.305300
4.680000,6.259860,3.292100,13.249940,3.198600,9.015740,7.357400
4.700000,6.271500,3.249300,12.986720,3.289300,9.308800,7.484540
4.720000,6.263460,3.209000,12.979340,3.475000,9.586540,7.819380
4.740000,6.228720,3.253600,12.664380,3.784000,9.756360,8.001400
4.760000,6.244080,3.325000,12.384960,4.024100,9.801700,7.992500
4.780000,6.238760,3.213100,12.159960,4.201100,9.877080,8.072700
4.800000,6.234600,3.168500,11.945760,4.213000,9.893200,8.156120
4.820000,6.264940,3.144700,11.656760,4.182100,9.887980,8.024540
4.840000,6.232620,3.173500,11.361400,4.189300,9.877520,8.031920
4.860000,6.255360,3.195700,11.222800,4.183800,9.785640,8.061960
4.880000,6.287420,3.264200,10.808300,4.053500,9.889000,7.954240
4.900000,6.242340,3.001600,10.246760,4.009800,9.843880,7.951540
4.920000,6.243220,3.241900,9.762080,3.896400,9.819720,7.971120
4.940000,6.193060,3.122600,9.355520,3.968400,9.849920,7.958940
4.960000,6.235160,3.196400,8.994460,3.942200,9.987940,8.144160
4.980000,6.171520,3.067600,8.444880,3.905200,10.229920,8.390940
5.000000,6.224720,3.045900,8.137780,3.982400,10.449180,8.558960
5.100000,6.211733,2.994400,8.272557,3.477400,10.566148,8.728424
5.200000,6.203767,2.927800,7.836757,3.249900,10.835624,8.957276
5.300000,6.171138,2.860300,6.130429,2.775800,10.979976,9.091905
5.400000,6.130176,2.883500,6.183348,2.338900,10.780981,8.999595
5.500000,6.101071,2.706000,6.322062,1.927300,8.792700,7.333052
5.600000,6.021886,2.619800,6.003505,1.783300,6.863710,5.360371
5.700000,5.984010,2.646400,6.512005,1.685000,7.550967,5.855433
5.800000,5.918448,2.501700,6.348310,1.522800,6.444200,4.796748
5.900000,5.981652,2.402800,5.838157,1.401600,6.511714,4.873043
6.000000,5.966324,2.441800,5.807133,1.269000,6.403533,4.819233
6.100000,5.994691,2.289600,5.880771,1.285100,6.230357,4.671600
6.200000,5.980062,2.177000,5.236367,1.862800,6.643205,4.955148
6.300000,6.141600,2.008500,5.597462,4.259100,8.191843,5.907657
6.400000,6.226476,1.971200,6.562138,17.252199,10.028410,7.555619
6.500000,6.295129,1.795800,6.364891,39.085999,11.151062,8.770438
6.600000,6.324833,1.572900,6.058271,35.539600,10.128786,8.062595
6.700000,6.251086,1.514700,5.988610,30.041000,8.343805,6.482348
6.800000,6.107124,1.462300,5.933195,26.417400,6.695757,4.661638
6.900000,6.187252,1.317200,5.578729,23.061199,6.592886,4.416662
7.000000,6.332795,1.090600,5.560633,22.132700,6.830267,4.469791
7.100000,6.373667,0.950400,5.972291,21.004999,7.034619,4.844857
7.200000,6.384314,0.837500,6.734895,16.210501,7.252076,5.223257
7.300000,6.449591,0.713900,6.999457,12.467400,7.797800,5.969410
7.400000,6.508481,0.515000,7.522052,10.531700,8.641500,6.917743
7.500000,6.634233,0.392600,7.884576,9.347000,8.197857,6.642624
7.600000,6.757191,0.256100,8.285038,8.609300,6.836243,5.601462
7.700000,6.840057,0.061500,8.572091,8.081400,7.293276,5.530267
7.800000,6.939152,-0.001790,8.934457,7.633300,6.858086,5.143538
7.900000,7.104105,0.042400,10.047819,7.255700,6.284014,4.602448
8.000000,7.295410,0.484000,12.382986,6.969900,5.767614,4.188352
8.100000,7.529629,1.679800,15.424881,6.775100,5.503043,3.920214
8.200000,7.708124,3.805400,18.114052,6.618400,5.311338,3.675581
8.300000,7.962176,6.344200,18.855181,6.436100,5.129667,3.446057
8.400000,8.124200,8.928600,20.537838,6.285400,4.873367,3.306400
8.500000,8.307176,11.211100,22.556257,6.246500,4.762448,3.194810
8.600000,8.533714,13.408400,21.349543,6.389900,4.867229,3.169133
8.700000,9.067262,15.292600,24.513262,6.501300,5.023962,3.285657
8.800000,9.677691,17.129400,28.384748,6.715600,5.274948,3.538638
8.900000,10.161171,18.885099,29.949823,6.857100,5.230871,3.739352
9.000000,10.344767,21.122999,31.204449,6.934800,5.348519,3.766019
9.100000,11.014029,23.521000,32.299309,7.022500,5.441876,3.739786
9.200000,11.815229,26.131001,32.103142,7.093200,5.212143,3.867152
9.300000,11.976981,27.996099,30.550533,7.300100,5.069733,3.761448
9.400000,11.439367,29.014000,26.437366,7.774800,4.776595,3.748381
9.500000,11.798638,29.015200,25.362015,8.440000,4.738376,3.879919
9.600000,13.539738,28.277800,27.682524,8.884000,5.037095,4.128005
9.700000,13.610524,27.064800,25.931791,9.024700,5.282062,4.370091
9.800000,12.326386,25.825399,23.302776,8.849400,5.622210,4.759433
9.900000,11.964852,24.672001,22.128881,8.671500,5.848514,4.701971
10.000000,11.321648,23.370899,21.288277,8.236600,5.423300,4.348029
10.100000,10.737057,22.417700,19.959595,7.716400,5.096471,4.127162
10.200000,10.298005,21.355000,18.077757,7.085200,4.848648,3.765543
10.300000,9.414081,20.769300,15.837224,6.674700,4.560843,3.538714
10.400000,8.697038,19.807100,13.678191,6.311500,4.366876,3.350571
10.500000,8.093876,19.089701,12.116129,5.803300,4.155481,3.270905
10.600000,7.692610,18.277201,10.969776,5.658700,3.990010,3.096162
10.700000,7.587724,17.312500,10.268510,5.555000,3.939276,2.948300
10.800000,7.780414,16.355499,9.877433,5.601100,3.767591,2.893762
10.900000,7.877771,15.567300,9.826571,5.777200,3.702414,2.767695
11.000000,7.987757,14.398100,9.607900,5.893100,3.747752,2.649857
11.100000,7.941662,13.218500,8.996962,6.105700,3.818610,2.741900
11.200000,7.700476,12.307400,8.242438,8.591900,4.355067,2.988295
11.300000,7.623310,11.361300,7.829662,12.975400,4.199086,2.963562
11.400000,7.561824,10.751800,7.285467,11.982500,3.306000,2.687324
11.500000,7.536738,10.060900,7.142752,9.363800,3.366195,2.718738
11.600000,7.347695,9.553400,6.618114,6.856200,3.354167,2.335338
11.700000,7.349133,8.622000,6.040324,5.986100,2.857638,1.931586
11.800000,7.328871,7.937300,5.493010,5.646000,2.735238,1.852233
11.900000,7.257848,7.473900,5.346500,5.380500,2.663662,1.931952
12.000000,7.168962,6.937100,4.941510,5.299600,2.643348,1.716848
12.100000,7.037329,6.773600,4.459981,5.166300,2.586795,1.936938
12.200000,7.160743,6.755300,4.191700,5.126800,2.524238,1.607367
12.300000,7.202391,6.396100,4.467662,4.991900,2.526319,1.474362
12.400000,6.873305,6.539500,5.067757,4.924800,2.746114,1.581448
12.500000,7.173971,6.750900,5.910238,4.856900,2.894095,2.014676
12.600000,7.063376,7.221600,6.355924,4.833500,2.842848,2.052248
12.700000,7.172833,7.339600,6.757052,4.751700,3.228071,2.153329
12.800000,7.316295,7.657700,7.008152,4.677900,3.485929,2.313724
12.900000,6.973529,7.831700,7.158433,4.790900,3.734743,2.906871
13.000000,6.946657,7.910000,6.940995,4.790500,3.712667,2.841362
13.100000,6.986886,7.995700,6.763086,4.685600,4.091871,2.992552
13.200000,7.056695,7.844700,6.696886,4.767300,4.351243,3.929119
13.300000,7.103148,7.729300,7.021005,4.582400,4.955757,3.767262
13.400000,7.112214,7.920300,6.676538,4.435000,5.066443,3.986929
13.500000,6.970538,7.745500,6.415500,4.529900,5.194443,4.353452
13.600000,7.135567,7.466400,6.043762,4.186200,5.881195,4.741100
13.700000,7.155762,7.267800,5.693295,4.090000,6.137243,5.145095
13.800000,7.116900,7.048600,5.601048,3.880000,6.623052,5.513105
13.900000,7.183895,7.130700,5.257548,3.283300,6.931705,5.709724
14.000000,7.155800,7.003000,5.329718,3.208200,6.979646,6.040718
